Player,Nation,Position,Team,Age,Weekly,Annual
Chris Richards,USA,DF,Crystal Palace,22.796928794572345,62221.7675329483,3307660.35024262
Luis Díaz,COL,FW,Liverpool,27.38334002980574,72752.39711843152,3143512.2375220084
Boubacar Traoré,MLI,MF,Wolves,21.023280061992953,69102.41844277277,3145525.074732098
Dan Burn,ENG,DF,Newcastle Utd,30.360413375590692,60908.99044041168,3172647.097856549
Emil Krafth,SWE,DF,Newcastle Utd,27.118381944198187,70622.93535156224,3393936.6753757377
Ben Mee,ENG,DF,Brentford,33.141270973466625,61131.448024707184,3294180.785175353
Adam Webster,ENG,DF,Brighton,29.183726191583357,63809.63641660145,3654829.468486039
Séamus Coleman,IRL,DF,Everton,33.593811999279495,68011.60102084646,3273175.409631321
Sander Berge,NOR,MF,Fulham,27.862029128595758,66129.37859970533,3500142.0711973943
Sergio Reguilón,ESP,DF,Tottenham,25.345036463078845,60761.35182809359,3078767.109670569
Marshall Munetsi,ZIM,"MF,FW",Wolves,27.121270814011282,70662.65810969294,3206394.974340097
Jesper Lindstrøm,DEN,FW,Everton,24.547400175805244,68307.89008201536,3816515.098032331
Neto,BRA,GK,Arsenal,34.175936645289845,66408.26276284903,3261635.5684506525
Alejandro Garnacho,,LW,Manchester Utd,21.651005785771428,66386.58572203176,2869152.8583780956
Djed Spence,ENG,DF,Tottenham,21.180250249541583,64004.813642946494,3111509.076761861
Micky van de Ven,NED,DF,Tottenham,24.34446231449467,61822.75503171444,3171605.1555111394
Jean-Philippe Mateta,FRA,FW,Crystal Palace,24.32244583317679,56190.12407477278,3124821.491045727
Marc Guéhi,ENG,DF,Crystal Palace,23.98027409257171,61515.31650914191,3309525.579541117
Maxence Lacroix,FRA,DF,Crystal Palace,23.40566771663376,55645.38296408871,3379767.4919140935
Nathaniel Clyne,ENG,"DF,MF",Crystal Palace,34.570097358153994,62559.43301872645,2942251.642210962
Trevoh Chalobah,ENG,DF,Crystal Palace,24.93922762788315,56566.75951083049,2980935.2235747944
Will Hughes,ENG,MF,Crystal Palace,30.90380226568261,56361.55129859406,3173758.650680484
Antoine Semenyo,GHA,FW,Bournemouth,25.743847084284447,65837.38390019393,3410245.9957068865
David Brooks,WAL,"FW,MF",Bournemouth,24.58958282795016,58626.41150481601,3146364.911648147
Ilya Zabarnyi,,CB,Bournemouth,23.882014612197192,62259.217783735054,3269374.287256958
Marcos Senesi,ARG,DF,Bournemouth,29.445667894514624,67067.64796120625,3488094.422955566
Aaron Cresswell,ENG,DF,West Ham,34.91628160475771,63563.89051153531,3402333.3532865206
Konstantinos Mavropanos,GRE,DF,West Ham,25.856205271203773,59495.26020410299,3287497.246759145
Wataru Endo,JPN,"MF,DF",Liverpool,29.679274382672265,65440.22237155016,3202611.448645913
Robin Olsen,SWE,GK,Aston Villa,36.600592563658914,63792.68591511905,3091493.1305248924
Matt Doherty,IRL,DF,Wolves,29.55923061164302,63962.479297231745,2983014.327422657
Hamza Choudhury,BAN,"MF,DF",Leicester City,25.879486376005556,59456.77215348682,2905297.4989390154
Oliver Skipp,ENG,MF,Leicester City,23.282629813928807,55270.286916336976,3191671.768081134
Wout Faes,BEL,DF,Leicester City,25.073052750247857,55379.61284559423,3290455.7641700124
Odisseas Vlachodimos,GRE,GK,Newcastle Utd,30.874626507993682,66646.38622443203,2874004.1419395744
Sean Longstaff,ENG,MF,Newcastle Utd,23.784478469142147,62879.56882672399,3426996.2019869257
Valentino Livramento,ENG,DF,Newcastle Utd,22.30220386554637,58223.796883158386,3274694.072909602
Jeremy Doku,BEL,"FW,MF",Manchester City,20.443811342246818,56098.39421952594,3034378.0567890024
Oscar Bobb,,RW,Manchester City,22.08631369167383,66481.50696680964,3015102.3128430806
Igor Thiago,,CF,Brentford,22.048856104210365,56451.22201772932,3455210.3254087716
Mathias Jensen,DEN,MF,Brentford,30.76916490289681,57106.649612882204,3344826.187930137
Filip Jørgensen,DEN,GK,Chelsea,23.865723138778126,65927.38717960226,3471401.8446228425
Marc Guiu,,CF,Chelsea,17.58332806497335,55115.111681883725,3028932.527368481
Noni Madueke,,RW,Chelsea,24.01922300844543,59545.99774855639,3403204.74081596
Brajan Gruda,,RW,Brighton,20.1703557719205,57032.7940107863,3105310.423486493
João Pedro,BRA,"FW,MF",Brighton,21.502052482731646,65088.574880145774,2963194.0112179546
Joël Veltman,NED,DF,Brighton,28.85121288562415,57204.55652750727,3463714.6072612433
Matt O'Riley,DEN,MF,Brighton,23.250499828281804,56458.191913087874,3186338.9045049977
Pervis Estupiñán,ECU,DF,Brighton,25.240438139585553,63779.112987031454,3438212.9888510546
Solly March,ENG,"FW,MF",Brighton,32.92823386190216,67155.88939626321,3118632.7437495077
Beto,GNB,FW,Everton,28.06013254319022,56084.41330205721,3417353.2853750605
Orel Mangala,BEL,MF,Everton,27.187053790577444,59785.30488202116,3443110.7837444344
Neco Williams,WAL,DF,Nott'ham Forest,20.748511256794423,62489.74201723531,3053965.594588778
Ryan Yates,ENG,MF,Nott'ham Forest,24.747874858283232,60346.00615680933,3156131.689116569
Taiwo Awoniyi,NGA,FW,Nott'ham Forest,28.368836478176544,57040.55639603807,3025595.5403112057
Andreas Pereira,BRA,MF,Fulham,25.240109563966953,61486.27517405785,3011224.278388264
Antonee Robinson,USA,DF,Fulham,24.25547499970221,57284.07988094123,3003587.239156474
Harrison Reed,ENG,MF,Fulham,31.58178053166195,63049.80696807883,3154658.527694242
Kenny Tete,NED,DF,Fulham,30.730460988128854,58224.96239629718,3348706.5939466404
Callum Wilson,ENG,FW,Newcastle Utd,33.80373988407721,55194.097272563675,2737796.67293235
Emmanuel Agbadou,CIV,DF,Wolves,25.04312387503837,59125.915905625196,3126843.651990794
Tom Heaton,ENG,GK,Manchester Utd,36.16966777265178,57307.14113914743,3004823.67072135
Adam Lallana,ENG,MF,Southampton,33.85199595514018,51208.46299292001,2579604.8136545024
Jack Stephens,ENG,DF,Southampton,27.42621576222855,51983.33045457168,2780184.9520049957
Lesley Ugochukwu,FRA,MF,Southampton,21.676947712255064,56953.71887140761,3098449.0625601294
Daniel Muñoz,COL,DF,Crystal Palace,28.529307588835948,51071.14832646695,3081355.2561800536
Rob Holding,ENG,DF,Crystal Palace,28.60163001175995,59544.798829297935,3106724.7012777226
Philip Billing,DEN,MF,Bournemouth,29.80403248475344,55926.880013747876,3101741.8569943784
Craig Dawson,ENG,DF,Wolves,32.49117662857732,55850.37599203877,3081814.662998894
Mario Lemina,GAB,"MF,DF",Wolves,32.82342059182231,52903.10053951182,3007099.964876928
Fabian Schär,SUI,DF,Newcastle Utd,30.636047094168706,49497.09744836102,2763937.557496958
Bryan Mbeumo,CMR,FW,Brentford,25.65881753463799,52955.14310418207,2935966.600979643
Malo Gusto,FRA,DF,Chelsea,21.84924123122889,53833.69374825997,2934707.2876377213
Roméo Lavia,,DM,Chelsea,21.51602295409793,50252.64047697104,2934359.6665555257
Igor,BRA,DF,Brighton,25.266250297467373,52601.81688221053,3086723.3576458464
Iliman Ndiaye,SEN,FW,Everton,25.117695996212106,55365.93181523598,2980365.196483634
Calvin Bassey,NGA,DF,Fulham,23.90297760195545,57230.728475759985,2858059.060028977
Ryan Sessegnon,ENG,"FW,DF",Fulham,22.92164551419674,56268.24824736658,2863955.9281894914
Fabio Vieira,POR,AM,Arsenal,25.77794810714705,62302.326506740494,2955854.4886607323
Patrick Dorgu,,LB,Manchester Utd,19.7948863085974,58650.18668100831,3000863.301125373
Axel Disasi,FRA,DF,Aston Villa,25.06259534967886,55885.848983165306,2782189.6893825987
Vitor Reis,,CB,Manchester City,18.65557857153339,53357.787646556804,2589375.4207783956
Alex McCarthy,ENG,GK,Southampton,36.85594766023612,50979.72803345879,2747611.709074826
Cameron Archer,ENG,FW,Southampton,25.22040853338973,43985.26099639183,2312708.5329789096
Kamaldeen Sulemana,GHA,"FW,MF",Southampton,22.29732297952194,52504.83869968036,2499573.8022588193
Ryan Fraser,SCO,"FW,DF",Southampton,31.75066777705232,51262.04230893435,2573421.6722511575
Yukinari Sugawara,JPN,"DF,MF",Southampton,23.16380011472893,45366.375092767164,2702784.9378404845
Matheus França,,AM,Crystal Palace,20.753441933106114,50695.850788789954,2451896.2873085286
Matt Turner,USA,GK,Crystal Palace,31.625300595766348,47098.989050347256,2385665.966923588
Tyrick Mitchell,ENG,DF,Crystal Palace,22.31971855825373,45577.075229308146,2580213.5426776903
Adam Smith,ENG,DF,Bournemouth,31.179867991208244,46049.04924168055,2555576.307950644
Alex Scott,ENG,MF,Bournemouth,21.61639567167856,45256.646409046174,2660918.0137631306
Harvey Elliott,ENG,"MF,FW",Liverpool,18.911019875207394,47833.571599376075,2335462.907390554
Jaden Philogene Bidace,ENG,"FW,MF",Aston Villa,22.00663516736834,44603.72445762502,2618835.9674880044
José Sá,POR,GK,Wolves,33.00878531525435,50027.77699698997,2592599.3855043096
Sam Johnstone,ENG,GK,Wolves,33.39252886886803,52499.20697791439,2308563.9499908267
Danny Ward,WAL,GK,Leicester City,29.832705084563326,48614.808296194846,2654875.7927531484
Jamaal Lascelles,ENG,DF,Newcastle Utd,27.544311811400327,45811.740095914705,2513317.4537192998
Martin Dúbravka,SVK,GK,Newcastle Utd,32.36466471313752,46695.48947538193,2389999.6280145035
Axel Tuanzebe,COD,DF,Ipswich Town,28.294788971490902,52224.34600235915,2480899.173176618
Sávio,BRA,"FW,MF",Manchester City,18.355298673194817,50563.436242072334,2473199.070138873
Fabio Carvalho,POR,"FW,MF",Brentford,20.736861077438252,46490.399546750865,2511680.5838217996
Kristoffer Ajer,NOR,DF,Brentford,28.103719955072627,51579.36537598038,2551206.881562908
Yankuba Minteh,,RW,Brighton,19.503837986672927,46857.334263630444,2778261.581965951
Armando Broja,ALB,FW,Everton,21.016758934272886,44614.410579964795,2496810.330145246
Ashley Young,ENG,DF,Everton,39.36051409322047,48060.55819641892,2352561.0348130898
Elliot Anderson,ENG,MF,Nott'ham Forest,19.045911629880603,52059.83010332135,2511694.834356304
Emmanuel Dennis,NGA,CF,Nott'ham Forest,24.401267977345416,44299.03477067178,2442890.351988384
Ola Aina,NGA,DF,Nott'ham Forest,27.832698999290116,44276.52830163403,2503783.765373818
Willy Boly,CIV,DF,Nott'ham Forest,35.66293785088541,44035.5525189976,2483299.348960877
Carlos Vinícius,BRA,"MF,FW",Fulham,30.494547081372513,51310.82728240494,2513013.1735505317
Stefan Bajcetic,,DM,Liverpool,21.638003063061895,48892.245808109146,2781421.828478155
Harry Souttar,AUS,CB,Leicester City,26.39272696569157,56991.765616018594,2827435.027534517
Deivid Washington,,CF,Chelsea,19.837618997628926,52997.61842183808,2717477.813637522
Jens Cajuste,SWE,MF,Ipswich Town,22.174628123447615,49254.39511452053,2673263.611504824
Altay Bayındır,TUR,GK,Manchester Utd,25.035843634407666,45714.77928104872,2085886.0559586955
Ben Brereton,CHI,FW,Southampton,27.277915675105803,45608.56562734646,2290422.00460376
Adam Wharton,,DM,Crystal Palace,19.06306271847771,43793.1742022236,2273322.056917065
Joel Ward,ENG,DF,Crystal Palace,31.035432863695174,46970.70306068639,2051183.9090468432
Dango Ouattara,BFA,FW,Bournemouth,21.891312991610498,46579.204897056814,2253699.8758818945
Marcus Tavernier,ENG,"FW,MF",Bournemouth,26.452225472835732,42656.20566752835,2262761.8902357235
Max Aarons,ENG,DF,Bournemouth,26.118494941244084,39039.09415577066,2307622.968425532
Vladimír Coufal,CZE,DF,West Ham,29.27579368467956,40038.26732032647,2050544.674071681
André,BRA,MF,Wolves,22.281516085363254,40176.69429844564,2316569.2510451213
Jean-Ricner Bellegarde,FRA,"MF,FW",Wolves,25.84875141875657,39085.40203269879,2094402.8378338935
Sasa Kalajdzic,AUT,CF,Wolves,26.651817001447853,45762.068843543966,2360580.7791572353
Bilal El Khannouss,,AM,Leicester City,18.58532428746149,41760.77119829615,2137392.1569328164
Bobby De Cordova-Reid,JAM,FW,Leicester City,32.250362199123295,45071.98607578637,2137391.573520418
Jacob Murphy,ENG,FW,Newcastle Utd,29.591783168448163,47016.373644632884,2138905.908537102
Arijanet Muric,KVX,GK,Ipswich Town,26.096568869943642,39782.3498614525,2071074.4888928402
Dara O'Shea,IRL,DF,Ipswich Town,23.648767821408644,40753.01736389993,2125977.1421580384
Christian Nørgaard,DEN,MF,Brentford,30.716806004991824,44230.096541387946,2083497.7368247686
Keane Lewis-Potter,ENG,"DF,FW",Brentford,21.751654718274462,42007.15113715148,2339796.054627895
Rico Henry,ENG,DF,Brentford,26.457570618966134,46488.04067813745,2113958.134344789
Marcus Bettinelli,ENG,GK,Chelsea,30.021691807497128,41003.38241012709,2146599.8099491945
Bart Verbruggen,NED,GK,Brighton,20.274043490241834,38973.45258731549,2349754.6525226063
Tariq Lamptey,GHA,DF,Brighton,25.113521321438682,40179.11667619295,2035458.9859497102
Jake O'Brien,,CB,Everton,23.408921277187606,46704.77260581705,2054760.5850681597
Jarrad Branthwaite,ENG,DF,Everton,20.737751742870017,39451.206928182815,2383734.58882694
Andrew Omobamidele,IRL,DF,Nott'ham Forest,22.04218753055815,41209.73566590321,2031265.7325766438
Harry Toffolo,ENG,DF,Nott'ham Forest,26.62325558847224,46500.68094567235,2284787.801124583
Matz Sels,BEL,GK,Nott'ham Forest,31.711343946357463,45112.180178406066,2331318.829819251
Morato,BRA,DF,Nott'ham Forest,21.048287914221255,46772.680951254246,2005469.3795445333
Nicolás Domínguez,ARG,"MF,FW",Nott'ham Forest,23.790730511707796,44331.43027742083,2419168.9314838857
Harry Wilson,WAL,"FW,MF",Fulham,25.929493741209832,39204.686108875176,2149452.979477801
Chris Mepham,WAL,CB,Bournemouth,24.377465709566177,42325.083247465845,2615457.8931928705
Evan Ferguson,IRL,FW,West Ham,20.215743188607068,43049.232502821535,2116927.0535827572
Samuel Iling-Junior,ENG,LW,Aston Villa,20.431090881807066,43287.89801874345,2164126.5519123687
Fábio Silva,POR,,Wolves,24.09611526877542,40132.68554833692,2301136.403901927
Michael Kayode,,RB,Brentford,18.048953383187694,43199.089378300065,2176569.7238534763
Charlie Taylor,ENG,DF,Southampton,30.599960595223852,33336.569363686154,1833413.5456858377
Flynn Downes,ENG,MF,Southampton,27.091247854779983,38746.51250822601,1880740.8176622614
Paul Onuachu,NGA,FW,Southampton,32.22435121722307,37625.38906308175,1720732.5002763814
Chadi Riad,,CB,Crystal Palace,20.633763636633415,37411.56789898181,2024988.3410220332
Dean Huijsen,,CB,Bournemouth,18.62948845617314,36719.56928904363,1890427.9386217375
Milos Kerkez,HUN,DF,Bournemouth,20.51858742275105,35404.0217838723,1870534.4623668636
Crysencio Summerville,NED,"FW,MF",West Ham,22.272492645076237,39377.213414411584,1785289.0455480944
Jarell Quansah,,CB,Liverpool,22.238990279162838,35549.15549987911,1718244.3711344341
João Gomes,BRA,MF,Wolves,23.387023097568765,33060.87479310813,1984388.5152084844
Santiago Bueno,URU,DF,Wolves,23.050000810953975,39138.427040831375,2073297.9169573805
James Justin,ENG,DF,Leicester City,28.251149376773682,34496.90431958615,1922274.209394329
Jordan Ayew,GHA,"FW,MF",Leicester City,33.83798310439755,37974.058314890695,2036241.0336233135
Ben Johnson,ENG,"DF,FW",Ipswich Town,25.000474068656835,37241.540690243324,1963699.9450431427
Sam Morsy,EGY,MF,Ipswich Town,32.08664225666702,33847.839834157705,1748369.9463052824
Scott Carson,ENG,GK,Manchester City,36.34459965438056,33833.193816325555,1852508.566612118
Ethan Pinnock,JAM,DF,Brentford,32.27965571036064,39648.257498201725,2048319.8719396065
Josh Dasilva,ENG,CM,Brentford,24.292107965127443,33387.77784801324,1931866.9236384677
Mark Flekken,NED,GK,Brentford,28.22358569608098,38121.98773223376,2013987.5609188525
Mikkel Damsgaard,DEN,"MF,FW",Brentford,24.185980159057067,35567.27451277288,1911701.2396496115
Nathan Collins,IRL,DF,Brentford,25.193780757178725,38806.33234899885,1848247.2474113158
Vitaly Janelt,GER,MF,Brentford,25.66432721032274,33182.90601467482,1762664.4955302533
Jan Paul van Hecke,NED,DF,Brighton,24.034660831629616,37671.28838651307,2029574.9883402896
Asmir Begović,BIH,GK,Everton,34.53993623864521,35245.046516007285,2007384.2011973998
James Garner,ENG,"MF,DF",Everton,24.825333271164386,33412.98266814898,2077415.8580174677
Youssef Chermiti,,CF,Everton,20.814885611430615,35101.34390373781,1912287.6355826668
Danilo,BRA,"MF,FW",Nott'ham Forest,23.4663699133343,34488.328335109465,2011896.0372874513
Murillo,,CB,Nott'ham Forest,21.015588897042512,35574.49058483731,1917167.4177488694
Ramón Sosa,PAR,"FW,MF",Nott'ham Forest,24.875389718544447,35750.963039177106,1828542.2743591315
Tom Cairney,SCO,MF,Fulham,33.0019385293156,39898.870796413124,1900813.0472884995
Amad Diallo,CIV,"MF,FW",Manchester Utd,23.576750104914666,32608.743426696878,1910041.4694787161
Nathan Patterson,SCO,DF,Everton,21.105732473978666,31064.634385802936,1950657.924662908
George Hirst,SCO,FW,Ipswich Town,23.559809235667693,35113.8446888117,1606805.23899471
Kevin Danso,AUT,DF,Tottenham,25.282523254589467,33160.14523517292,1690616.5890820646
Đorđe Petrović,SRB,,Chelsea,22.9885068974772,32096.061250599225,1745135.6094183987
Diego Gómez,,CM,Brighton,19.843525809511647,34304.64095425488,1719833.2170383777
William Smallbone,IRL,MF,Southampton,22.678950850069167,31032.870055090363,1602851.7903429912
Wilson Odobert,,LW,Tottenham,21.545084688929997,32391.630567412692,1497018.9391569418
Julian Araujo,MEX,DF,Bournemouth,23.126819637175004,28200.498270087235,1586824.4674817533
Luis Guilherme,,RW,West Ham,18.94463130854325,27631.39949072493,1476535.7094657784
Rodrigo Gomes,POR,"DF,FW",Wolves,19.400686531210383,32946.89979358115,1502897.6828777313
Toti Gomes,POR,DF,Wolves,24.0441563504198,30244.200992699225,1468537.7377225906
Caleb Okoli,ITA,DF,Leicester City,24.771716840442725,32802.97469020781,1628934.8020008928
Facundo Buonanotte,,AM,Leicester City,18.831693675332176,33320.26869996231,1671293.0971735632
Victor Kristiansen,,LB,Leicester City,19.42993886546227,28763.960108668056,1663338.9388640986
Chiedozie Ogbene,IRL,FW,Ipswich Town,29.382981873347145,29296.892409516924,1521910.2970548684
Jack Clarke,ENG,"FW,MF",Ipswich Town,22.985245866707473,28434.581274621978,1703231.4037343827
Jacob Greaves,ENG,DF,Ipswich Town,25.060413023271405,31435.453119164682,1592843.2246298464
Leif Davis,ENG,DF,Ipswich Town,25.77066940298719,29864.76961294566,1737973.3543834195
Sammie Szmodics,IRL,"FW,MF",Ipswich Town,29.266208965292677,32952.59126873514,1534191.9169593076
Rico Lewis,,RB,Manchester City,21.598736516435967,28799.29735169278,1632526.2482671181
Gustavo Nunes,,LW,Brentford,18.601114840506554,31787.916048198993,1484298.4132473574
Yoane Wissa,COD,FW,Brentford,25.28914126160562,30097.50683259284,1621190.273650098
Renato Veiga,,LB,Chelsea,20.35288126802523,28786.32779716548,1655294.580481722
Dwight McNeil,ENG,"MF,FW",Everton,24.926115968733143,30882.843900940363,1443731.6786391118
Anthony Elanga,SWE,"FW,MF",Nott'ham Forest,22.459217506549173,32297.465603431512,1655611.1205900428
Jota Silva,POR,"FW,MF",Nott'ham Forest,26.04513349897112,31651.427970804194,1541214.171663495
Jorge Cuenca,ESP,DF,Fulham,24.1171514074122,33366.410439016116,1648064.350309951
Jaidon Anthony,ENG,"FW,MF",Bournemouth,22.960549185236403,33553.34510949329,1832807.3581365554
Isaac Hayden,ENG,DM,Newcastle Utd,27.70943313059032,27289.95547824464,1372601.5659558438
